Country name,Year,Population,Population of children under the age of 1,Population of children under the age of 5,Population of children under the age of 15,Population under the age of 25,Population aged 15 to 64 years,Population older than 15 years,Population older than 18 years,Population at age 1,Population aged 1 to 4 years,Population aged 5 to 9 years,Population aged 10 to 14 years,Population aged 15 to 19 years,Population aged 20 to 29 years,Population aged 30 to 39 years,Population aged 40 to 49 years,Population aged 50 to 59 years,Population aged 60 to 69 years,Population aged 70 to 79 years,Population aged 80 to 89 years,Population aged 90 to 99 years,Population older than 100 years
Albania,1953,1366747,51931,214237,532015,787915,750273,834711,748855,45867,162306,166611,151167,138588,216898,152270,121843,87222,64801,37462,14049,1578,21
Albania,1954,1409011,54630,225225,549657,814044,772696,859330,770784,48281,170595,171552,152880,143738,225338,155372,125952,89031,64848,38619,14607,1825,24
Albania,1955,1453732,57059,236588,569605,842396,795777,884099,793558,50925,179529,178079,154938,148093,233831,159352,129756,90760,65281,39819,15082,2125,28
Albania,1956,1500625,59242,248095,591793,872844,819286,908797,816944,53345,188853,186093,157605,151492,242355,164264,133114,92431,66209,41023,15452,2457,35
Albania,1957,1549575,61222,259837,616092,905098,843068,933440,840727,55576,198615,195221,161034,154030,250924,170005,136044,94186,67616,42131,15716,2788,43
Albania,1958,1600986,63404,271590,642685,939263,867032,958254,864705,57651,208186,205575,165520,156036,259519,176371,138637,96217,69382,43056,15942,3094,47
Albania,1959,1655022,65671,283237,671582,975296,891059,983391,888682,59931,217566,216986,171359,157846,268156,183188,140991,98668,71289,43729,16182,3342,49
Albania,1960,1711189,67448,294430,702247,1012552,915010,1008892,912630,62300,226982,228878,178939,159815,276681,190312,143230,101692,73093,44103,16460,3506,50
Albania,1961,1769076,68739,304826,734088,1050585,938984,1034938,936660,64222,236087,241204,188058,162352,284946,197613,145491,105255,74679,44212,16806,3584,50
Albania,1962,1828234,69562,314112,766434,1089005,963422,1061749,960885,65688,244550,254065,198257,165708,292828,205077,147962,109167,76069,44159,17192,3587,51
Albania,1963,1888302,70005,321734,798459,1127575,989044,1089788,985413,66697,251729,267071,209654,170260,300236,212675,150841,113181,77349,44100,17599,3547,55
Albania,1964,1949020,70161,327278,829315,1166150,1016628,1119644,1010477,67300,257117,280024,222013,176435,307078,220413,154303,117040,78586,44232,18057,3500,61
Albania,1965,2009793,69834,330683,857951,1204451,1046880,1151773,1036358,67601,260849,292477,234791,184594,313271,228331,158464,120574,79805,44707,18559,3468,69
Albania,1966,2070694,69601,332518,884567,1242828,1079750,1186048,1063534,67441,262917,303987,248062,194409,318972,236410,163363,123711,81077,45581,19069,3456,79
Albania,1967,2132447,70238,334072,910226,1282127,1114732,1222132,1092497,67346,263834,314188,261966,205269,324500,244651,168883,126521,82538,46781,19528,3461,89
Albania,1968,2195474,71494,336321,934820,1322777,1152097,1260558,1123748,68064,264827,322413,276086,217196,330468,253031,174816,129172,84355,48167,19880,3473,96
Albania,1969,2259797,72791,339565,957999,1364707,1191960,1301694,1157182,69371,266774,328271,290163,229962,337577,261497,181030,131809,86663,49574,20090,3492,104
Albania,1970,2324733,73538,343622,979032,1407087,1234177,1345593,1192470,70697,270084,331755,303655,243097,346651,269850,187447,134524,89540,50809,20160,3515,108
Albania,1971,2389820,74171,348267,997612,1449260,1278522,1392098,1229984,71485,274096,333369,315976,256754,357804,277857,194013,137366,92873,51795,20100,3536,110
Albania,1972,2455181,75124,353082,1014090,1490961,1324763,1440984,1270002,72156,277958,334322,326686,271141,370750,285286,200777,140428,96447,52601,19997,3557,107
Albania,1973,2520442,75906,357330,1028004,1531263,1373040,1492335,1312593,73113,281424,335601,335073,285821,386065,291979,207774,143808,100023,53351,19936,3578,103
Albania,1974,2585457,76674,361028,1039352,1569505,1423338,1546005,1357684,73941,284354,337541,340783,300399,404048,297846,215022,147618,103352,54115,20002,3603,100
Albania,1975,2650128,77638,364841,1048733,1605154,1475085,1601298,1404984,74737,287203,340112,343780,314204,424587,302860,222498,151954,106325,54951,20281,3638,97
Albania,1976,2713564,78264,368465,1056081,1637759,1527638,1657389,1454423,75650,290201,343076,344540,326527,447298,307305,230159,156798,108932,55910,20789,3671,94
Albania,1977,2774798,78186,370953,1061320,1666887,1580204,1713387,1505726,76242,292767,345965,344402,336813,471415,311553,238056,162012,111325,57078,21451,3684,91
Albania,1978,2833317,77889,372231,1064741,1691695,1632040,1768489,1558060,76159,294342,348175,344335,344337,496402,316157,246140,167410,113695,58520,22167,3661,87
Albania,1979,2888764,77587,372450,1066685,1711656,1682502,1821995,1610554,75867,294863,349614,344621,348747,521397,321780,254291,172865,116220,60294,22811,3590,84
Albania,1980,2941650,77513,371878,1068013,1726839,1730856,1873553,1662762,75582,294365,350832,345303,350174,545084,329162,262254,178400,119051,62516,23397,3515,84
Albania,1981,2992391,78103,371524,1069391,1737784,1776721,1922916,1713810,75523,293421,351656,346211,349223,567069,338285,269732,184017,122186,65059,23884,3461,84
Albania,1982,3041188,79439,372722,1071020,1745426,1820164,1970084,1762706,76111,293283,351480,346818,347064,587160,348778,276420,189804,125530,67657,24240,3431,84
Albania,1983,3087904,80811,375600,1072739,1749868,1861037,2015083,1808646,77375,294789,350557,346582,344656,604282,361049,282106,195773,129086,70132,24564,3435,82
Albania,1984,3131731,81783,379567,1074203,1750800,1898778,2057447,1851231,78641,297784,349216,345420,342346,617536,375358,286638,201950,132884,72309,24939,3487,81
Albania,1985,3171727,82311,383819,1075390,1748452,1932589,2096257,1890551,79535,301508,347719,343852,340189,626088,391604,289982,208321,136928,74149,25400,3596,80
Albania,1986,3207129,82346,387305,1076023,1743065,1962171,2131027,1926520,80011,304959,346806,341912,338079,629765,409207,292415,214846,141195,75745,26010,3765,79
Albania,1987,3237677,82347,389504,1076086,1735384,1987401,2161511,1958710,80037,307157,347401,339181,335578,629332,427059,294305,221561,145595,77295,26808,3978,80
Albania,1988,3263019,82254,390461,1075889,1726048,2007758,2187051,1986377,80041,308207,349348,336080,332117,625118,444379,296170,228341,149918,78989,27821,4198,79
Albania,1989,3282187,81526,389885,1074979,1714884,2022898,2207133,2009058,79921,308359,351950,333144,327629,617335,460201,298558,235014,154058,80951,29010,4377,75
Albania,1990,3295073,80306,387698,1072991,1702264,2033009,2222012,2026905,79218,307392,354623,330670,322679,606655,473267,302142,241244,158078,83154,30308,4485,70
Albania,1991,3302087,78570,383791,1069611,1688046,2038569,2232408,2040297,78056,305221,356643,329177,317491,593993,483644,306880,246693,162087,85474,31619,4527,68
Albania,1992,3303738,76522,377899,1064838,1671688,2039870,2238830,2049705,76337,301377,357580,329359,311979,580223,491605,312366,251180,166238,87844,32862,4533,70
Albania,1993,3300715,74395,370263,1058594,1653332,2037648,2242049,2055694,74347,295868,357357,330974,306661,565804,496678,319045,254553,170562,90247,33962,4537,72
Albania,1994,3294001,72684,361789,1050938,1633802,2032848,2242987,2058794,72290,289105,355820,333329,302163,551047,498546,327163,256873,175073,92717,34837,4568,76
Albania,1995,3284370,71239,353033,1041782,1613842,2026351,2242506,2059422,70587,281794,352938,335811,298822,536590,496771,336601,258348,179806,95370,35548,4650,82
Albania,1996,3271336,68797,343543,1029667,1592585,2019240,2241581,2058417,69082,274746,348433,337691,296935,522551,491580,347078,259356,184781,98307,36201,4792,88
Albania,1997,3253721,65176.004,332205,1013118,1568858,2011921,2240509,2056336,66600,267029,342294,338619,296829,508298,483846,357855,260318,189983,101503,36889,4988,94
Albania,1998,3232185,61280,318900,992133,1542674,2005012,2239953,2054200,63078,257620,334818,338415,298064,494186,474265,368444,261840,195322,104913,37701,5218,99
Albania,1999,3208265,57952,304270,967602,1514851,1998949,2240562,2053108,59351,246318,326346,336986,299974,481053,463364,378288,264513,200662,108537,38702,5469,101
Albania,2000,3182027,54764,288476,940094,1485453,1993030,2241832,2053238,56151,233712,317152,334466,301927,469358,451658,386533,268807,205637,112352,39841,5719,101
Albania,2001,3153615,51341,272195,909758,1453973,1986980,2243756,2054775,53081,220854,307164,330399,303277,459425,439787,393456,274447,210019,116371,41031,5943,101
Albania,2002,3123554,48026,256289,876944,1420777,1980853,2246512,2057833,49733,208263,295715,324940,303832,451550,427979,399500,280835,213791,120641,42246,6138,98
Albania,2003,3092993,45408,241594,842903,1386728,1974815,2249995,2062106,46575,196186,282820,318489,303515,445721,416151,404401,288260,217010,125136,43503,6298,95
Albania,2004,3062629,43120,227897,808041,1352060,1969500,2254491,2067565,44120,184777,269136,311008,302542,442014,404387,407656,296965,219762,129908,44835,6422,97
Albania,2005,3032636,40634,214872,772444,1316866,1965421,2260089,2074436,41931,174238,254960,302612,301331,440075,393220,408530,306864,222186,135033,46310,6540,103
Albania,2006,3003391,38196,203093,737049,1281188,1962379,2266232,2082584,39605,164897,240587,293369,299261,439468,382740,407288,317685,224572,140541,47988,6689,110
Albania,2007,2976089,36224,192575,702368,1245586,1960734,2273602,2092808,37320,156351,226905,282888,296323,440487,372286,404713,328911,227391,146573,49997,6921,119
Albania,2008,2951690,35026,183431,669407,1210899,1960490,2282152,2105033,35501,148405,214674,271302,292658,442804,362122,401089,340073,231043,152890,52230,7243,131
Albania,2009,2930553,34473,176252,638825,1177685,1961591,2291587,2118274,34443,141779,203304,259269,288011,446459,352940,396428,350761,235795,159101,54497,7595,141
Albania,2010,2913402,34316,171300,611189,1146972,1963833,2302061,2132877,33972,136984,192722,247167,282392,451489,345274,391076,360315,241856,164955,56755,7949,152
Albania,2011,2900660,34353,168604,587289,1118666,1966363,2313209,2148981,33834,134251,183653,235032,275783,456990,339642,385464,369029,248749,170297,58979,8276,162
Albania,2012,2892191,34584,167755,567336,1092508,1968509,2324689,2166531,33847,133171,175761,223820,267904,462895,336324,379337,377502,255970,175052,61165,8540,166
Albania,2013,2887019,34797,167871,551047,1068129,1969498,2335803,2184611,34065,133074,169121,214055,258712,468490,335329,372741,385329,264041,179072,63346,8743,169
Albania,2014,2884100,34575,168132,536787,1044032,1969549,2347139,2202147,34291,133557,164156,204499,249014,473119,336868,366050,391348,273562,182480,65754,8944,174
Albania,2015,2882482,33567,167618,523652,1019225,1968730,2358651,2218868,34071,134051,160753,195281,239277,477068,340003,360196,394606,284099,185620,68581,9201,179
Albania,2016,2881064,32138,165643,512651,993922,1965888,2368228,2234305,32964,133505,159404,187604,228578,478945,344363,355067,396270,294822,188767,71884,9532,185
Albania,2017,2879361,30844,162006,502251,968245,1962446,2376917,2249333,31430,131162,159817,180428,218700,477974,350407,349087,397303,305532,192299,75685,9930,193
Albania,2018,2877019,29625,156677,491484,941856,1958287,2385330,2263462,30142,127052,160919,173888,210667,474297,357749,342580,397162,316169,196515,79826,10365,205
Albania,2019,2873883,28770,150467,481425,914818,1951299,2392240,2274074,28895,121697,162110,168848,202065,468425,366904,336485,395103,326711,201536,84182,10829,218
Albania,2020,2866850,28415,145146,472214,888579,1941039,2394413,2279673,28033,116731,162182,164886,193438,459802,377596,331384,391387,336144,206374,87278,11010,223
Albania,2021,2854710,28218,141393,464795,863908,1926473,2389700,2280109,27718,113175,160362,163040,186356,447033,387422,327815,386685,344488,210056,88902,10943,215
Algeria,1950,9019866,374528,1471873,3663779,5438327,5041388,5355840,4763400,305786,1097345,1140582,1051324,963364,1453787,1049003,811292,576468,319781,137897,37621,6627,247
Algeria,1951,9271741,409267,1577270,3799798,5614349,5152192,5471715,4873624,344820,1168003,1162441,1060087,977075,1500000,1065506,824115,596772,324549,142433,35800,5465,228
Algeria,1952,9521703,417459,1681052,3937146,5786574,5258216,5584345,4981111,377280,1263593,1188336,1067758,988417,1547712,1083145,837788,614191,328050,146827,33787,4428,212
Algeria,1953,9771686,426283,1782870,4077926,5957533,5360191,5693569,5084056,385214,1356587,1218269,1076787,998464,1594595,1101668,851708,628528,331992,150901,32057,3656,191
Algeria,1954,10011548,435783,1876619,4224550,6126837,5447753,5786845,5171221,393767,1440836,1259061,1088870,1006047,1633318,1118129,862585,639791,338523,154247,31025,3180,153
Algeria,1955,10242297,445401,1941786,4378384,6296637,5520620,5863801,5243839,402842,1496385,1331672,1104926,1012720,1660980,1132823,869877,648622,348271,156861,30755,2892,112
Algeria,1956,10473167,454510,1984380,4538542,6468475,5588784,5934537,5312024,411856,1529870,1428303,1125859,1018968,1682477,1147622,875254,655595,361579,159257,31073,2712,88
Algeria,1957,10703259,463158,2026885,4703323,6642530,5653466,5999864,5374690,420329,1563727,1525893,1150545,1024435,1699444,1162073,878510,660649,378535,161784,31840,2594,72
Algeria,1958,10933788,472351,2069320,4871240,6820745,5715364,6062491,5431873,428375,1596969,1622173,1179747,1031440,1712532,1177090,880340,664563,397089,164217,32778,2442,57
Algeria,1959,11164451,480736,2110425,5041045,7003197,5772609,6123363,5483194,436918,1629689,1710880,1219740,1041642,1722310,1193638,881997,668260,413874,165951,33482,2209,43
Algeria,1960,11394309,488490,2149601,5211647,7190551,5824916,6182632,5529498,444663,1661111,1771982,1290064,1055773,1729103,1211555,883948,672098,427348,167064,33812,1931,30
Algeria,1961,11598615,511033,2187945,5350060,7343367,5869895,6248534,5585772,448548,1676912,1794722,1367393,1067786,1735633,1233958,884695,676051,440149,174454,34155,1653,21
Algeria,1962,11778265,535586,2233154,5460643,7461727,5905143,6317608,5649442,465089,1697568,1802536,1424953,1076095,1741117,1260323,884581,679271,450854,189065,34910,1392,14
Algeria,1963,11969449,548568,2293487,5580960,7592085,5943867,6388480,5710899,488120,1744919,1812790,1474683,1088579,1744425,1287770,885952,680741,457523,205831,36457,1202,9
Algeria,1964,12179097,556446,2363764,5705901,7737181,6001514,6473189,5776915,502310,1807318,1826326,1515811,1110067,1748501,1316657,889773,680502,462549,224960,39076,1104,7
Algeria,1965,12381262,544673,2416153,5815856,7877442,6072018,6565401,5843471,508930,1871480,1851814,1547889,1140251,1751381,1344487,896047,678619,465635,245159,42748,1074,5
Algeria,1966,12613398,531851,2440560,5939055,8059808,6172850,6674339,5916989,499999,1908709,1907588,1590907,1189025,1761618,1370666,908804,678026,465954,252777,46392,1077,4
Algeria,1967,12897121,536562,2452624,6086028,8299237,6313038,6811089,6007531,491643,1916062,1989045,1644359,1257779,1785838,1395910,929020,679264,465605,247516,49068,1089,4
Algeria,1968,13190979,545846,2459414,6225195,8544737,6471456,6965781,6112125,496143,1913568,2074398,1691383,1333330,1820218,1419298,952699,680127,466543,241508,50972,1086,3
Algeria,1969,13491022,556423,2469433,6360203,8794249,6640766,7130817,6228817,504988,1913010,2152171,1738599,1410093,1864801,1440030,978513,681025,468517,234614,52171,1053,2
Algeria,1970,13795915,567963,2497027,6496998,9048351,6813358,7298916,6357410,515247,1929064,2207572,1792399,1482175,1920222,1456303,1005284,682934,470164,228054,52778,1002,1
Algeria,1971,14110269,579039,2543317,6638880,9308750,6989837,7471389,6500808,526700,1964278,2236243,1859320,1544954,1991631,1467201,1033187,686958,470049,223661,52783,965,0
Algeria,1972,14439750,589778,2596556,6785869,9575461,7175283,7653881,6660912,538051,2006778,2249857,1939456,1597642,2081027,1475890,1062701,693215,468830,221471,52132,973,0
Algeria,1973,14786473,601323,2653721,6936001,9846722,7373788,7850472,6833665,549359,2052398,2258590,2023690,1644557,2184497,1486177,1093586,701339,467809,220492,50983,1032,0
Algeria,1974,15153601,614889,2715555,7087954,10122900,7589845,8065647,7016949,561681,2100666,2271338,2101061,1692279,2298344,1499616,1125092,711615,467535,220263,49753,1150,0
